symbol1,symbol2
NUCB2,TNNI2
NUCB2,TRIM25
NUCB2,GNAS
NUCB2,GNAO1
NUCB2,GADD45A
NUCB2,HSPA1L
NUCB2,TUBB6
NUCB2,COLEC10
NUCB2,CALU
NUCB2,TCTN3
NUCB2,ZNRD2
NUCB2,TCTN1
NUCB2,MANSC1
NUCB2,ZNF280A
NUCB2,CDC73
NUCB2,ABHD11
NKG7,CD79A
NKG7,GPX8
NKG7,GJA5
NKG7,AQP6
NKG7,STOM
NKG7,MUC1
NKG7,ERGIC3
NKG7,STX1A
NKG7,TMEM139
NKG7,RNF24
NKG7,KLRC1
NKG7,TMEM80
NKG7,FFAR2
NKG7,TMEM88
NKG7,MFSD6
NKG7,MSR1
NKG7,CLEC2D
NKG7,OPRK1
NKG7,BAMBI
NKG7,PEX12
NKG7,EDA2R
NKG7,RAMP1
NKG7,TMEM106C
NKG7,CLSTN3
NKG7,MS4A3
NKG7,SLC18A2
NKG7,TMEM130
NKG7,CLEC4E
NKG7,ISLR2
NKG7,CLDN7
NKG7,ATP6AP2
NKG7,GORAB
FKBP8,CD79A
FKBP8,RETREG3
FKBP8,MFSD14B
FKBP8,CIDEB
FKBP8,SCN3B
FKBP8,CYB561
FKBP8,CYBRD1
FKBP8,FGF14
FKBP8,PEX12
FKBP8,ELOVL4
FKBP8,ERGIC3
FKBP8,SLC35A5
FKBP8,TMX1
FKBP8,SLC10A6
FKBP8,TMEM45B
FKBP8,FAM174A
FKBP8,TMEM80
FKBP8,TMEM31
FKBP8,CXCR2
FKBP8,YWHAG
FKBP8,MAPK14
FKBP8,VHL
FKBP8,CALM3
FKBP8,WNK1
FKBP8,EGFR
FKBP8,CALM2
FKBP8,BABAM2
FKBP8,USP19
FKBP8,PPP3CA
FKBP8,IQCJ-SCHIP1
FKBP8,JUN
FKBP8,PSMA3
FKBP8,PSMD11
FKBP8,VAPA
FKBP8,CUL3
FKBP8,CAMK2A
FKBP8,PRKAA1
FKBP8,PSMD7
FKBP8,PTPRK
FKBP8,IRF3
FKBP8,ILK
FKBP8,PSMA1
FKBP8,PSMA6
FKBP8,PSMA5
FKBP8,PTGES3
FKBP8,KSR2
FKBP8,CACYBP
FKBP8,CFTR
FKBP8,EVC2
FKBP8,RIPK4
FKBP8,ABCB7
FKBP8,PSMD1
FKBP8,ATP6AP2
FKBP8,MTMR11
FKBP8,PSMC5
FKBP8,GRK2
FKBP8,CUL4B
FKBP8,ADRB2
FKBP8,CUL4A
FKBP8,PSMC3
FKBP8,PSMC4
FKBP8,PSMD2
FKBP8,UQCRC2
FKBP8,UQCRC1
FKBP8,PSMD4
FKBP8,ZFYVE27
FKBP8,SCHIP1
FKBP8,BNIPL
FKBP8,ARHGEF5
FKBP8,ADRM1
FKBP8,PSMD6
FKBP8,PSMD14
FKBP8,PSMC6
FKBP8,PSMC1
FKBP8,PSMC2
FKBP8,PSMD12
FKBP8,PSMD3
FKBP8,PSMD13
FKBP8,PSMA7
FKBP8,PSMA4
FKBP8,PSMA2
FKBP8,PSMB1
FKBP8,PSMB7
FKBP8,PSMB5
FKBP8,PSMB2
FKBP8,PSMB3
FKBP8,TERF1
FKBP8,EGLN1
FKBP8,UBD
FKBP8,CDK20
FKBP8,NDUFB10
FKBP8,ABCC1
FKBP8,SURF1
FKBP8,SSR1
FKBP8,MRPL11
FKBP8,UQCRFS1
FKBP8,KCNH2
FKBP8,YME1L1
FKBP8,MRPL15
FKBP8,DHODH
FKBP8,NNT
FKBP8,CLN3
FKBP8,HSPBP1
FKBP8,PDCL
FKBP8,NUDCD3
FKBP8,HACD3
FKBP8,MLST8
FKBP8,RICTOR
FKBP8,MTOR
FKBP8,RPTOR
FKBP8,CCDC8
FKBP8,RPS6KB2
FKBP8,TCTN3
FKBP8,TMEM216
FKBP8,XRCC3
FKBP8,MLH1
FKBP8,TCTN2
FKBP8,NFKB1
FKBP8,ESR2
FKBP8,CLCN1
FKBP8,MAVS
FKBP8,EGLN3
FKBP8,ANKMY2
FKBP8,PTPMT1
FKBP8,DDX58
FKBP8,TMEM258
FKBP8,GPR37
FKBP8,COX6B1
FKBP8,SMO
FKBP8,PLGRKT
FKBP8,FKBP6
STX1A,CDC37
STX1A,KIFC3
STX1A,TCEANC
STX1A,BNIP1
STX1A,SERP2
STX1A,TSNARE1
STX1A,STX4
STX1A,GPM6B
STX1A,USE1
STX1A,RNF4
STX1A,200081
STX1A,UBE2I
STX1A,BLOC1S6
STX1A,STX10
STX1A,DDX49
STX1A,ABI3
STX1A,STX2
STX1A,RMDN2
STX1A,STX16
STX1A,ZNF835
STX1A,APOL3
STX1A,ZNF557
STX1A,STX11
STX1A,STX6
STX1A,SNAP47
STX1A,ETNK2
STX1A,EBAG9
STX1A,TMEM41A
STX1A,ZNF12
STX1A,VSTM4
STX1A,GOLM2
STX1A,RAB3IL1
STX1A,MMGT1
STX1A,ZNF440
STX1A,TSGA10IP
STX1A,ENSG00000181135
STX1A,ZNF479
STX1A,ZNF696
STX1A,ZNF490
STX1A,ZNF250
STX1A,ZNF136
STX1A,ZNF441
STX1A,ZNF785
STX1A,AARD
STX1A,STRIT1
STX1A,TMEM199
STX1A,UBTFL1
STX1A,SMIM3
STX1A,CSNK2A1
STX1A,SLC6A3
STX1A,VIM
STX1A,CSNK2A2
STX1A,CFTR
STX1A,SNAP23
STX1A,DAPK3
STX1A,MDM2
STX1A,VAMP8
STX1A,SCNN1A
STX1A,CDK5
STX1A,APBA1
STX1A,SEPTIN5
STX1A,SLC6A9
STX1A,RIMS1
STX1A,UNC13B
STX1A,SDCBP
STX1A,VAMP7
STX1A,DAPK2
STX1A,SLC6A2
STX1A,STXBP6
STX1A,SLC6A1
STX1A,VPS11
STX1A,TXLNB
STX1A,NAPA
STX1A,CPLX3
STX1A,KCNB1
STX1A,RAB27A
STX1A,CPLX1
STX1A,SCNN1B
STX1A,SLC6A4
STX1A,KIF5B
STX1A,VAPB
STX1A,STXBP2
STX1A,ATP6V1B1
STX1A,CCSER2
STX1A,RNF40
STX1A,ABCC9
STX1A,ATP4B
STX1A,SYTL4
STX1A,TRDMT1
STX1A,SYT7
STX1A,SNAP25
STX1A,NSF
STX1A,VPS18
STX1A,DAPK1
STX1A,SCNN1G
STX1A,SYT1
STX1A,SLC6A5
STX1A,STXBP1
STX1A,SNPH
STX1A,SNAP29
STX1A,SEPTIN2
STX1A,STXBP5
STX1A,SYBU
STX1A,CACNA1D
STX1A,SYT4
STX1A,PSMA3
STX1A,GIGYF1
STX1A,GIT1
STX1A,HAX1
STX1A,PPP1CA
STX1A,APOE
STX1A,CCDC93
STX1A,STX17
STX1A,UACA
STX1A,MIA3
STX1A,FGB
STX1A,ZNF254
STX1A,ZNF226
STX1A,MEGF8
STX1A,DDX42
STX1A,LAMA4
STX1A,TRIM14
STX1A,HNRNPC
STX1A,FUBP3
STX1A,SCRT1
STX1A,MYH7B
STX1A,FAM161B
STX1A,ANKRD35
STX1A,TTC3
STX1A,PAPSS1
STX1A,ALB
STX1A,SMC3
STX1A,TXLNG
STX1A,YKT6
STX1A,ZNF799
STX1A,BAZ1B
STX1A,SMC4
STX1A,CAPG
STX1A,STMN4
STX1A,KIAA1217
STX1A,EPB41L3
STX1A,GOSR1
STX1A,ADGRL1
STX1A,RABEP2
STX1A,ZC3H4
STX1A,CCDC144A
STX1A,ZNF526
STX1A,KIAA0319L
STX1A,ZNF189
STX1A,WNK1
STX1A,HTT
STX1A,SUMO1P1
STX1A,DGUOK
STX1A,OIP5
STX1A,NUFIP1
STX1A,SEC22B
STX1A,DNAAF2
STX1A,TNIP2
STX1A,CDR2
STX1A,VPS16
STX1A,DPP8
MOSPD3,CD79A
MOSPD3,RETREG3
MOSPD3,HSD17B13
MOSPD3,GPR152
MOSPD3,KASH5
MOSPD3,RILPL1
MOSPD3,MILR1
MOSPD3,REEP4
MOSPD3,SAR1A
MOSPD3,PSCA
MOSPD3,IER3IP1
MOSPD3,ATP5PF
MOSPD3,ENSG00000267228
ICMT,AQP6
ICMT,MUC1
ICMT,PDZK1IP1
ICMT,TRIM32
ICMT,KCNJ6
ICMT,RNF19B
ICMT,RHOA
ICMT,RAC1
ICMT,HRAS
ICMT,RAC2
ICMT,ELAVL1
ICMT,STXBP3
ICMT,ARMC8
ICMT,PCCA
ICMT,RNF4
ICMT,CDC34
ICMT,PPM1E
ICMT,DUSP28
ICMT,RAD51D
ICMT,OXSR1
ICMT,GCA
ICMT,DUSP1
ICMT,TRIM25
ICMT,CANX
TMEM54,KCNK5
TMEM54,GPR152
TMEM54,FKBP7
TMEM54,KLRC1
TMEM54,SERINC2
TMEM54,TMEM52B
TMEM54,PSCA
TMEM54,SLC12A7
TMEM54,KCNJ8
TMEM54,CLSTN3
TMEM54,NRG1
TMEM54,CD3G
TMEM54,MS4A14
TMEM54,PCK1
TMEM54,ENO1
TMEM54,ENO2
TMEM54,ENO3
TMEM54,PCK2
TMEM54,HDAC1
TMEM54,RARA
TMEM54,CDK2
TMEM54,RBBP8
PAEP,GPX8
PAEP,TMX2
PAEP,AQP6
PAEP,GORAB
PAEP,GPR42
PAEP,HIBADH
PAEP,GRAMD2B
PAEP,IFNLR1
PAEP,ERVFRD-1
PAEP,PCDHGA4
PAEP,EEF1A1
PAEP,UBE2E1
PAEP,EEF1A1P5
PAEP,COPS6
PAEP,SMAD3
PAEP,BANF1
PAEP,PTPRC
PAEP,LRIF1
PAEP,IGSF21
PAEP,RIF1
PAEP,XRCC6
PAEP,A2M
PAEP,ESYT2
PAEP,ZFP91
PAEP,GTF3C2
PAEP,IFI16
PAEP,DNAJB5
PAEP,DDOST
PAEP,SLC25A12
PAEP,UBL4A
KCNJ2,SDCBP
KCNJ2,KCNJ18
KCNJ2,SDC3
KCNJ2,KCNJ15
KCNJ2,PRKACA
KCNJ2,DLG3
KCNJ2,DLG1
KCNJ2,FLNA
KCNJ2,IL16
KCNJ2,DLG4
KCNJ2,KCNJ4
KCNJ2,DLG2
KCNJ2,KCNJ11
KCNJ2,PATJ
KCNJ2,TRAK2
KCNJ2,AKAP5
KCNJ2,KCNJ8
KCNJ2,KCNJ16
KCNJ2,SCRIB
EMP1,CD79A
EMP1,EDA
EMP1,RABAC1
EMP1,AQP6
EMP1,STOM
EMP1,TBXA2R
EMP1,ANK1
EMP1,LAPTM4B
EMP1,JPH1
EMP1,CD37
EMP1,OPRM1
EMP1,ATP6V0E1
EMP1,EHHADH
EMP1,PLEKHB2
EMP1,TMEM9
EMP1,ATP6V0B
EMP1,SPACA1
EMP1,ERGIC3
EMP1,GPR42
EMP1,FFAR2
EMP1,TMEM160
EMP1,KLRC1
EMP1,LPAR6
EMP1,CORIN
EMP1,HTR2C
EMP1,CD3G
EMP1,CCR5
EMP1,ASGR2
EMP1,ANKS6
EMP1,MS4A7
EMP1,ISLR2
EMP1,TMEM31
EMP1,LSMEM2
EMP1,LRRC3B
EMP1,SERTM1
EMP1,CXCR2
EMP1,TMEM262
EMP1,CLDN9
EMP1,TMEM114
EMP1,SMIM3
EMP1,CEP70
EMP1,SYNE4
GAD2,PBX3
GAD2,LIME1
GAD2,ABHD5
GAD2,LDAF1
GAD2,FAM114A2
GAD2,SCAMP1
GAD2,DERL3
GAD2,MEST
GAD2,CACNG1
GAD2,RDH10
GAD2,SYNGR3
GAD2,SMPD2
GAD2,DERL1
GAD2,FAM163A
GAD2,ARMC12
GAD2,DMKN
GAD2,SYCE2
GAD2,SDR16C5
GAD2,MRM3
GAD2,FADS6
GAD2,TNFRSF10D
GAD2,CYB561D1
GAD2,HIGD1C
GAD2,APOC4-APOC2
GAD2,RHEX
GAD2,APOC4
GAD2,PRKACA
GAD2,PRKCE
GAD2,GOT2
GAD2,GAD1
GAD2,F10
GAD2,GOT1
GAD2,CDO1
KLRG1,GPX8
KLRG1,MRM1
KLRG1,KLRC1
KLRG1,GPR42
KLRG1,SYNE4
SLC2A5,SCN3B
SLC2A5,MTERF3
SLC2A5,EVI2B
SLC2A5,FCRL3
SLC2A5,TMEM237
SLC2A5,PAGE1
SLC2A5,ATP6V0B
SLC2A5,TMEM130
SLC2A5,CCL5
SLC2A5,ATP2B2
SLC2A5,RPSA
SLC2A5,ECPAS
SLC2A5,OSBPL6
SLC2A5,ZMPSTE24
SLC2A5,ATP12A
SLC2A5,SLC7A3
SLC2A5,FITM2
SLC2A5,LMBRD2
SLC2A5,RBFOX3
CLDN8,OPRM1
CLDN8,ERGIC3
CLDN8,TMEM80
CLDN8,SMIM3
CLDN8,CLEC17A
CLDN8,PKMYT1
CLDN8,ADAM32
CLDN8,SYNE4
CLDN8,TJP1
CLDN8,KASH5
CLDN8,KLHL3
TMEM190,ENSG00000239886
TMEM190,SPINT1
TMEM190,CLDN5
TMEM190,CLEC2D
TMEM190,CD69
TMEM190,MOB1A
TMEM190,TEX29
TMEM190,MACO1
TMEM190,KRTAP5-11
TMEM190,KRTAP2-4
TMEM190,KRTAP2-3
TMEM190,LOC85295
PDZK1IP1,SDCBP
PDZK1IP1,AQP6
PDZK1IP1,C2CD2L
PDZK1IP1,STRIT1
PDZK1IP1,TMEM101
PDZK1IP1,TMEM39B
PDZK1IP1,GALNT15
PDZK1IP1,NUMB
PDZK1IP1,SFXN2
PDZK1IP1,APOA2
PDZK1IP1,GRM2
PDZK1IP1,AGR3
PDZK1IP1,CES1
PDZK1IP1,COPS6
PDZK1IP1,UTP14A
PDZK1IP1,PDZK1
PDZK1IP1,ZDHHC17
FUNDC2,CD79A
FUNDC2,RETREG3
FUNDC2,MFSD14B
FUNDC2,TMX2
FUNDC2,CIDEB
FUNDC2,AQP6
FUNDC2,STOM
FUNDC2,GPR152
FUNDC2,EVI2B
FUNDC2,SLC10A6
FUNDC2,REEP4
FUNDC2,TMEM154
FUNDC2,SDR16C5
FUNDC2,SLC66A2
FUNDC2,KCNJ6
FUNDC2,FGF14
FUNDC2,SLC16A10
FUNDC2,SYT2
FUNDC2,RGS1
FUNDC2,ITGB3BP
FUNDC2,NUDT21
FUNDC2,ASCC2
FUNDC2,EIF6
FUNDC2,SAT1
FUNDC2,ARL15
FUNDC2,NSF
FUNDC2,USP13
FUNDC2,NACA
FUNDC2,TP53I3
FUNDC2,NEK2
FUNDC2,MAPK6
FUNDC2,DNAJC7
FUNDC2,NXF1
FUNDC2,MRTFA
FUNDC2,SEC62
FUNDC2,MPHOSPH8
FUNDC2,FAF2
FUNDC2,SHMT2
FUNDC2,DHCR24
FUNDC2,FPR2
FUNDC2,FUNDC1
FUNDC2,MOV10
FUNDC2,SLC25A46
FUNDC2,SEC11C
FUNDC2,OCIAD1
FUNDC2,COX6B1
FUNDC2,OPA3
ACSF2,SENP2
ACSF2,RDH10
ACSF2,SYNGR3
ACSF2,APOC1
ACSF2,CLEC10A
ACSF2,MICOS13
ACSF2,GPR152
ACSF2,C10orf67
ACSF2,SIGLEC12
ACSF2,NIT1
ACSF2,H1-5
ACSF2,WDR44
ACSF2,GNB2
ACSF2,MTRES1
ACSF2,BPNT1
ACSF2,MAIP1
ACSF2,PPA2
ACSF2,ACSM5
ACSF2,SIRT4
SMAGP,GPX8
SMAGP,MFSD14B
SMAGP,TMX2
SMAGP,AQP6
SMAGP,ATP1B3
SMAGP,SUSD3
SMAGP,OPRM1
SMAGP,ERGIC3
SMAGP,TMPPE
SMAGP,SLC10A6
SMAGP,REEP4
SMAGP,TMEM31
SMAGP,TMEM80
SMAGP,SPACA1
SMAGP,FFAR2
SMAGP,TMEM205
SMAGP,APH1A
SMAGP,SERINC2
SMAGP,OPRD1
SMAGP,SLC16A7
SMAGP,TMEM106C
SMAGP,TMEM45B
SMAGP,IL3RA
SMAGP,PIGP
SMAGP,RNASEK
SMAGP,C2orf74
SMAGP,SGTA
SMAGP,YWHAE
SMAGP,TRIM25
C2CD2L,CD79A
C2CD2L,TMX2
C2CD2L,SDCBP
C2CD2L,ELOVL5
C2CD2L,AQP6
C2CD2L,GJB1
C2CD2L,MUC1
C2CD2L,GJA8
C2CD2L,OPRM1
C2CD2L,TMEM179B
C2CD2L,CISD2
C2CD2L,SLC10A6
C2CD2L,REEP4
C2CD2L,TMEM31
C2CD2L,SLC18A1
C2CD2L,HIBADH
C2CD2L,TMEM9
C2CD2L,REEP2
C2CD2L,CHODL
C2CD2L,CLRN1
C2CD2L,IL3RA
C2CD2L,CXCR3
C2CD2L,PRKCQ
C2CD2L,H2BC21
C2CD2L,EPB41
C2CD2L,PCDHAC1
C2CD2L,PCDHGB1
C2CD2L,PCDHB16
C2CD2L,PCDHA12
C2CD2L,PCDHB11
C2CD2L,KCNS3
C2CD2L,PCDHAC2
C2CD2L,IL20RA
C2CD2L,FSHR
C2CD2L,ZNRF4
C2CD2L,ICOSLG
C2CD2L,PCDHGB4
C2CD2L,PCDHB7
C2CD2L,IL17RC
C2CD2L,MRAP2
C2CD2L,CNGA3
C2CD2L,ESR2
C2CD2L,CPEB2
MUCL1,ERBB2
MUCL1,ATP2B2
MUCL1,CCL23
MUCL1,ESR2
MUCL1,CYLD
MUCL1,SPACA9
MUCL1,PDIA5
MUCL1,DHX57
MUCL1,HVCN1
MUCL1,GARRE1
MUCL1,ZBTB1
MUCL1,SLC38A6
MUCL1,ARHGAP36
MUCL1,MPPE1
MUCL1,440163
MUCL1,EMC4
CD151,TMEM139
CD151,KLRC1
CD151,TSPAN18
CD151,GRAMD1C
CD151,ITGA6
CD151,CD46
CD151,MMP7
CD151,UBC
CD151,CD82
CD151,ITGA3
CD151,ITGB1
CD151,ITGA7
CD151,ITGB4
CD151,PTGFRN
CD151,NCEH1
CD151,TRIM25
CD151,TMPRSS11B
CD151,BCL7A
CD151,RNF4
TMEM121,LMO3
TMEM121,TMX2
TMEM121,POLR1C
TMEM121,SLC10A1
TMEM121,MUC1
TMEM121,GJA8
TMEM121,EHHADH
TMEM121,REEP4
TMEM121,TMEM31
TMEM121,ZBTB24
TMEM121,NCK2
TMEM121,TMED8
SPN,SGTA
SPN,ERGIC3
SPN,CTNNB1
SPN,MSN
SPN,SP1
SPN,DAXX
SPN,FYN
SPN,CD44
SPN,ICAM2
SPN,LGALS1
SPN,PRKCA
SPN,EZR
SPN,RDX
SPN,ICAM1
SPN,SIGLEC1
SPN,SPAG9
SPN,EIF2B4
SPN,EIF2B3
SPN,EIF2B2
SPN,EIF2B5
SPN,SHMT2
SPN,DICER1
CCDC167,CD79A
CCDC167,RETREG3
CCDC167,TMX2
CCDC167,AQP6
CCDC167,HSD17B13
CCDC167,MUC1
CCDC167,GJA8
CCDC167,OPRM1
CCDC167,ERGIC3
CCDC167,GPR152
CCDC167,TMEM179B
CCDC167,SLC10A6
CCDC167,APPBP2
CCDC167,TACR1
CCDC167,ELOVL4
CCDC167,GPR42
CCDC167,FFAR2
CCDC167,SYT2
CCDC167,TM4SF19
CCDC167,MS4A3
CCDC167,TMEM237
CCDC167,CX3CR1
CCDC167,SERINC2
CCDC167,NIPA1
CCDC167,FAM174A
CCDC167,GOLT1A
CCDC167,TMEM80
CCDC167,CLDN5
CCDC167,SLC18A3
CCDC167,TM4SF19-DYNLT2B
CCDC167,MTNR1A
CCDC167,UPK1A
CCDC167,GLP1R
CCDC167,TMEM258
ALG3,CD79A
ALG3,SSMEM1
ALG3,TMEM52B
ALG3,TAGLN
ALG3,ERGIC3
ALG3,MCM7
ALG3,GFAP
ALG3,CYC1
ALG3,LPAR1
ALG3,HSCB
ALG3,CLDND1
ALG3,GPR52
ALG3,KLHL14
ALG3,TSGA10IP
ALG3,ALDH3B1
ALG3,TCTN3
ALG3,TCTN2
STRIT1,CD79A
STRIT1,MTIF3
STRIT1,GOLM1
STRIT1,KCNK5
STRIT1,AQP6
STRIT1,SCN3B
STRIT1,HSD17B13
STRIT1,CMTM2
STRIT1,TM4SF18
STRIT1,GPR42
STRIT1,FFAR2
STRIT1,AQP12B
STRIT1,HSD17B11
STRIT1,TMEM237
STRIT1,ANKS6
STRIT1,ANK1
STRIT1,MSMO1
STRIT1,TMEM101
STRIT1,TSPAN15
STRIT1,JPH1
STRIT1,CD69
STRIT1,SLC38A1
STRIT1,STX2
STRIT1,BTN2A1
STRIT1,EDA2R
STRIT1,SLC14A1
STRIT1,GPR61
STRIT1,KCNJ6
STRIT1,SLC34A2
STRIT1,F11R
STRIT1,IFNGR2
STRIT1,PI16
STRIT1,ISLR2
STRIT1,BSCL2
STRIT1,SPNS3
STRIT1,MOG
CD302,GPX8
CD302,OPRM1
CD302,ERGIC3
CD302,GET1
CD302,IFNGR2
CD302,BCL2L11
CD302,SLC25A10
CD302,AMBRA1
CD302,METTL3
CCL4,MRM1
CCL4,GJA8
CCL4,GPR152
CCL4,TMEM179B
CCL4,SLC10A6
CCL4,TMEM31
CCL4,CNR2
CCL4,SLC18A1
CCL4,UNC93A
CCL4,TAS2R5
CCL4,CCR5
CCL4,ACKR2
CCL4,CXCL8
CCL4,CCR8
CCL4,CCL3
CCL4,CCR1
CCL4,CCR3
UBE2I,KTN1
UBE2I,RAD52
UBE2I,HDAC7
UBE2I,UBE2K
UBE2I,HNRNPC
UBE2I,MLX
UBE2I,ZBTB16
UBE2I,PSMD9
UBE2I,DNMT3A
UBE2I,UBA2
UBE2I,THRA
UBE2I,PSME3
UBE2I,BTBD3
UBE2I,IQGAP1
UBE2I,SAE1
UBE2I,TRIM41
UBE2I,HMBOX1
UBE2I,TXLNB
UBE2I,LCE1D
UBE2I,NR1D2
UBE2I,ZBTB2
UBE2I,PRKAG1
UBE2I,SATB1
UBE2I,DRG1
UBE2I,IKZF1
UBE2I,CARD9
UBE2I,KRTAP5-2
UBE2I,KRTAP5-4
UBE2I,EIF6
UBE2I,KRTAP5-9
UBE2I,TAX1BP1
UBE2I,CHMP1A
UBE2I,TRIM21
UBE2I,PPCDC
UBE2I,MIPOL1
UBE2I,NFYA
UBE2I,TCF3
UBE2I,TRAF2
UBE2I,TRIM54
UBE2I,SF3B4
UBE2I,IKZF3
UBE2I,PROP1
UBE2I,HGS
UBE2I,BIRC7
UBE2I,RPRD1B
UBE2I,BLMH
UBE2I,RAN
UBE2I,CAMK2G
UBE2I,PDLIM7
UBE2I,TRAF4
UBE2I,ZNF837
UBE2I,LONRF1
UBE2I,NXF1
UBE2I,MKRN3
UBE2I,FHL3
UBE2I,LCE5A
UBE2I,LCE2C
UBE2I,LCE1F
UBE2I,TP63
UBE2I,ZNF446
UBE2I,GMEB2
UBE2I,BCL11A
UBE2I,ETV6
UBE2I,NUP35
UBE2I,GOLGA2
UBE2I,FOS
UBE2I,TRIM27
UBE2I,ZBTB9
UBE2I,RNF4
UBE2I,PIAS2
UBE2I,ZCCHC7
UBE2I,LCE3B
UBE2I,ZC3H10
UBE2I,VEZF1
UBE2I,POU2F1
UBE2I,BANP
UBE2I,PAX5
UBE2I,POU1F1
UBE2I,TRIP13
UBE2I,TFG
UBE2I,RABAC1
UBE2I,ZBED1
UBE2I,THAP1
UBE2I,TRAF3
UBE2I,TLK2
UBE2I,GMCL1
UBE2I,AGR2
UBE2I,CDR2L
UBE2I,KLHL2
UBE2I,NAF1
UBE2I,VENTX
UBE2I,CLK2
UBE2I,HNRNPK
UBE2I,ZNF408
UBE2I,LMNB1
UBE2I,KLHL12
UBE2I,STX2
UBE2I,TRIM38
UBE2I,ENSG00000152977
UBE2I,ADARB1
UBE2I,CAMK2D
UBE2I,GOLGA1
UBE2I,ENSG00000198563
UBE2I,EIF2B1
UBE2I,ACTB
UBE2I,FAM118A
UBE2I,DMC1
UBE2I,HMGXB4
UBE2I,PSMC6
UBE2I,CHMP4B
UBE2I,RNF40
UBE2I,IMPDH1
UBE2I,TRIM3
UBE2I,CREBL2
UBE2I,SUMO1
UBE2I,SRSF4
UBE2I,NMI
UBE2I,PAICS
UBE2I,DCTD
UBE2I,SOX5
UBE2I,GIPC2
UBE2I,LRSAM1
UBE2I,SETBP1
UBE2I,C18orf25
UBE2I,ZNF618
UBE2I,ENSG00000160200
UBE2I,PRPSAP1
UBE2I,DPPA2
UBE2I,CFL2
UBE2I,FADD
UBE2I,MAPK1IP1L
UBE2I,ZNF24
UBE2I,ZNRD2
UBE2I,TIGD3
UBE2I,ZG16
UBE2I,HNRNPCL1
UBE2I,RNF151
UBE2I,SEPTIN1
UBE2I,AKAP17A
UBE2I,TSN
UBE2I,CBSL
UBE2I,MAP3K1
UBE2I,TP53
UBE2I,SUMO1P1
UBE2I,PPM1J
UBE2I,FAS
UBE2I,PIAS3
UBE2I,BMI1
UBE2I,RNF111
UBE2I,PRPF40A
UBE2I,HNRNPLL
UBE2I,SOX10
UBE2I,HIPK2
UBE2I,ATF7IP
UBE2I,CHUK
UBE2I,HIPK3
UBE2I,ZNF777
UBE2I,SNIP1
UBE2I,RAD18
UBE2I,CSN2
UBE2I,PDZK1
UBE2I,ESR1
UBE2I,PRKAR1A
UBE2I,TRIM29
UBE2I,TFAP2C
UBE2I,H4C6
UBE2I,ASF1B
UBE2I,PIAS1
UBE2I,SLC9A1
UBE2I,RCBTB2
UBE2I,UNC119
UBE2I,H4-16
UBE2I,ATXN1
UBE2I,CLTC
UBE2I,SCNN1A
UBE2I,TRIM72
UBE2I,CHD3
UBE2I,PHF19
UBE2I,MRTFA
UBE2I,PRKAR1B
UBE2I,UCHL1
UBE2I,CENPX
UBE2I,KRT19
UBE2I,FLNC
UBE2I,AR
UBE2I,NR5A2
UBE2I,NIN
UBE2I,DACH1
UBE2I,BAG3
UBE2I,LNX2
UBE2I,CBX4
UBE2I,MUL1
UBE2I,RAD54L2
UBE2I,PML
UBE2I,TDG
UBE2I,BRCA1
UBE2I,RBBP6
UBE2I,ZBTB26
UBE2I,CEBPE
UBE2I,BHLHE40
UBE2I,PHC1
UBE2I,SMAD4
UBE2I,HNRNPD
UBE2I,TFAP2A
UBE2I,HIP1
UBE2I,CBLC
UBE2I,KCTD1
UBE2I,CDCA8
UBE2I,IKBKE
UBE2I,CSDE1
UBE2I,RC3H2
UBE2I,SIAH1
UBE2I,RWDD3
UBE2I,SREBF2
UBE2I,GLUL
UBE2I,ARNT
UBE2I,SP3
UBE2I,SP100
UBE2I,SUMO3
UBE2I,EIF1B
UBE2I,TDP2
UBE2I,MYD88
UBE2I,CASP8AP2
UBE2I,ZBTB8A
UBE2I,RNF144B
UBE2I,TRIM63
UBE2I,APEX1
UBE2I,TP53BP1
UBE2I,RNF10
UBE2I,RFPL3
UBE2I,USP25
UBE2I,HDAC1
UBE2I,OFD1
UBE2I,IPO13
UBE2I,JUN
UBE2I,EXOSC9
UBE2I,RAD54B
UBE2I,ZMYM2
UBE2I,DNMT3B
UBE2I,RNF185
UBE2I,SALL1
UBE2I,SPECC1L
UBE2I,DTX3L
UBE2I,ARID3A
UBE2I,RAD51
UBE2I,DES
UBE2I,LMO2
UBE2I,SETDB1
UBE2I,PARK7
UBE2I,CBS
UBE2I,TOP1
UBE2I,WNK2
UBE2I,HNF4A
UBE2I,ETS1
UBE2I,SIMC1
UBE2I,GCM1
UBE2I,GMCL2
UBE2I,NR1H2
UBE2I,TNFRSF1A
UBE2I,ZNF451
UBE2I,BRD7
UBE2I,ZMYM5
UBE2I,SREBF1
UBE2I,TRIM55
UBE2I,SLC2A4
UBE2I,ZHX1
UBE2I,ZYX
UBE2I,TRIM23
UBE2I,SETX
UBE2I,KRIT1
UBE2I,RNF133
UBE2I,TFAP2B
UBE2I,TNRC6A
UBE2I,NUDCD3
UBE2I,GMEB1
UBE2I,SOX4
UBE2I,GOLGB1
UBE2I,RUVBL1
UBE2I,HDAC4
UBE2I,RNF128
UBE2I,EP300
UBE2I,TOPORS
UBE2I,RANBP9
UBE2I,ATP8
UBE2I,EDARADD
UBE2I,MEF2A
UBE2I,STAT1
UBE2I,UBXN1
UBE2I,PTEN
UBE2I,ZNF646
